sequence_id	gb_segment_missing	gb_isolate_missing	gb_host_missing	gb_country_missing	gb_collection_year_missing	gb_collection_month_missing	gb_collection_month_day_missing	gb_serotype_missing		
KP268778		IND1994/01								
KP268779		IND1994/01								
KP268780		IND1994/01								
KP268781		IND1994/01								
KP268782		IND1994/01								
KP268783		IND1994/01								
KP268814		BTV4-HUN2014						4		
KP268815		BTV4-HUN2014						4		
KP268816		BTV4-HUN2014						4		
KP268817		BTV4-HUN2014						4		
KP268818		BTV4-HUN2014						4		
KP268819		BTV4-HUN2014						4		
KP268820		BTV4-HUN2014						4		
KP268821		BTV4-HUN2014						4		
KP268822		BTV4-HUN2014						4		
KP268823		BTV4-HUN2014						4		
KP306774	2					SEP				
KP306775	2					OCT				
KP306776	2					OCT				
KP306777	2					OCT				
KP306778	2					OCT				
KP306779	2					NOV				
KP306780	2					NOV				
KP306781	2					DEC				
KP306782	2					OCT				
KP306783	2					OCT				
KP306784	2					OCT				
KP306785	2					NOV				
KP306786	2									
KP318786	2					APR				
KP318787	2					APR				
KP318788	2					AUG				
KP318789	2					OCT				
KP318790	2					OCT				
KP318791	2					OCT				
KP318792	2					OCT				
KP318793	2					OCT				
KP318794	2					OCT				
KP318795	2					AUG				
KP318796	2					SEP				
KP318797	2					SEP				
KP318798	2					NOV				
KP318799	2					OCT				
KP318800	2					OCT				
KP342319	5					APR				
KP342320	8					APR				
KP342321	2					AUG				
KP342322	2					AUG				
KP342323	3					AUG				
KP342324	5					OCT				
KP342325	8					OCT				
KP342327	5					OCT				
KP342328	8					OCT				
KP342329	8					NOV		16		
KP696507								1		
KP696508								1		
KP696509								1		
KP696510								1		
KP696511								1		
KP696512								1		
KP696513								1		
KP696514								1		
KP696515								1		
KP696516								1		
KP696517						SEP	24	1		
KP696518						SEP	24	1		
KP696519						SEP	24	1		
KP696520						SEP	24	1		
KP696521						SEP	24	1		
KP696522						SEP	24	1		
KP696523						SEP	24	1		
KP696524						SEP	24	1		
KP696525						SEP	24	1		
KP696526						NOV	3	1		
KP696527						NOV	3	1		
KP696528						NOV	3	1		
KP696529						NOV	3	1		
KP696530						NOV	3	1		
KP696531						NOV	3	1		
KP696532						NOV	3	1		
KP696533						NOV	3	1		
KP696534						NOV	3	1		
KP696535			Ovis aries			AUG	6	1		
KP696536			Ovis aries			AUG	6	1		
KP696537			Ovis aries			AUG	6	1		
KP696538			Ovis aries			AUG	6	1		
KP696539			Ovis aries			AUG	6	1		
KP696540			Ovis aries			AUG	6	1		
KP696541			Ovis aries			AUG	6	1		
KP696542			Ovis aries			AUG	6	1		
KP696543			Ovis aries			AUG	6	1		
KP696544			Culicoides sp.			FEB	19	1		
KP696545			Culicoides sp.			FEB	19	1		
KP696546			Culicoides sp.			FEB	19	1		
KP696547			Culicoides sp.			FEB	19	1		
KP696548			Culicoides sp.			FEB	19	1		
KP696549			Culicoides sp.			FEB	19	1		
KP696550			Culicoides sp.			FEB	19	1		
KP696551			Culicoides sp.			FEB	19	1		
KP696552			Ovis aries					1		
KP696553			Ovis aries					1		
KP696554			Ovis aries					1		
KP696555			Ovis aries					1		
KP696556			Ovis aries					1		
KP696557			Ovis aries					1		
KP696558			Ovis aries					1		
KP696559			Ovis aries					1		
KP696560			Ovis aries					1		
KP696561			Ovis aries					1		
KP696562			Ovis aries					1		
KP696563			Ovis aries					1		
KP696564			Ovis aries					1		
KP696565			Ovis aries					1		
KP696566			Ovis aries					1		
KP696567			Ovis aries					1		
KP696568			Ovis aries					1		
KP696569			Ovis aries					1		
KP696570			Ovis aries					1		
KP696571			Ovis aries					1		
KP696572								1		
KP696573								1		
KP696574								1		
KP696575								1		
KP696576								1		
KP696577								1		
KP696578								1		
KP696579								1		
KP696580								1		
KP696581								1		
KP696582			Ovis aries					2		
KP696583			Ovis aries					2		
KP696584			Ovis aries					2		
KP696585			Ovis aries					2		
KP696586			Ovis aries					2		
KP696587			Ovis aries					2		
KP696588			Ovis aries					2		
KP696589			Ovis aries					2		
KP696590			Ovis aries					2		
KP696591			Ovis aries					2		
KP696592			Ovis aries					2		
KP696593			Ovis aries					2		
KP696594			Ovis aries					2		
KP696595			Ovis aries					2		
KP696596			Ovis aries					2		
KP696597			Ovis aries					2		
KP696598			Ovis aries					2		
KP696599			Ovis aries					2		
KP696600			Ovis aries					2		
KP696601			Ovis aries					2		
KP696602			Ovis aries					2		
KP696603			Ovis aries					2		
KP696604			Ovis aries					2		
KP696605			Ovis aries					2		
KP696606			Ovis aries					2		
KP696607			Ovis aries					2		
KP696608			Ovis aries					2		
KP696609			Ovis aries					2		
KP696610			Ovis aries					2		
KP696611			Ovis aries					2		
KP696612								9		
KP696613								9		
KP696614								9		
KP696615								9		
KP696616								9		
KP696617								9		
KP696618								9		
KP696619								9		
KP696620								9		
KP696621								9		
KP696622								9		
KP696623								9		
KP696624								9		
KP696625								9		
KP696626								9		
KP696627								9		
KP696628								9		
KP696629								9		
KP696630								9		
KP696631								9		
KP696632								9		
KP696633								9		
KP696634								9		
KP696635								9		
KP696636								9		
KP696637								9		
KP696638								9		
KP696639								9		
KP696640								9		
KP696641								9		
KP696642								9		
KP696643								9		
KP696644								9		
KP696645								9		
KP696646								9		
KP696647								9		
KP696648								9		
KP696649								9		
KP696650								9		
KP696651								9		
KP696652								9		
KP696653								9		
KP696654								9		
KP696655								9		
KP696656								9		
KP696657								9		
KP696658								9		
KP696659								9		
KP696660								9		
KP696661			Ovis aries					23		
KP696662			Ovis aries					23		
KP696663			Ovis aries					23		
KP696664			Ovis aries					23		
KP696665			Ovis aries					23		
KP696666			Ovis aries					23		
KP696667			Ovis aries					23		
KP696668			Ovis aries					23		
KP696669			Ovis aries					23		
KP696670								23		
KP696671								23		
KP696672								23		
KP696673								23		
KP696674								23		
KP696675								23		
KP696676								23		
KP696677								23		
KP696678								23		
KP696679								23		
KP696680								23		
KP696681								23		
KP696682								23		
KP696683								23		
KP696684								23		
KP696685								23		
KP696686								23		
KP696687								23		
KP696688								23		
KP696689								23		
KP696690								23		
KP696691								23		
KP696692								23		
KP696693								23		
KP696694								23		
KP696695								23		
KP696696								23		
KP696697								23		
KP696698								23		
KP696699								23		
KP735614	2					DEC				
KP820860						AUG	24			
KP820861						AUG	22			
KP820862						SEP	21			
KP820863										
KP820864										
KP820865						FEB	12			
KP820866						OCT				
KP820867						NOV	18			
KP820868										
KP820869						AUG	19			
KP820870						OCT				
KP820871						FEB	27			
KP820872						OCT	24			
KP820873										
KP820874										
KP820875						AUG				
KP820876						AUG	24			
KP820877						NOV	2			
KP820878						OCT	29			
KP820879						JUL	9			
KP820880						AUG	19			
KP820881						SEP	17			
KP820882						AUG	18			
KP820883						OCT	2			
KP820884						OCT	5			
KP820885						OCT	15			
KP820886						DEC	31			
KP820887						NOV	16			
KP820888						AUG	2			
KP820889						OCT				
KP820890						JUL	2			
KP820891						JUL	19			
KP820892						JUL	2			
KP820893						JUL	2			
KP820894						SEP	18			
KP820895						SEP	25			
KP820896						SEP	25			
KP820897										
KP820898										
KP820899										
KP820900										
KP820901										
KP820902						APR	16			
KP820903						SEP				
KP820904						JUL				
KP820905						SEP	12			
KP820906						SEP	2			
KP820907						FEB	27			
KP820908						JUL	18			
KP820909						JUL	18			
KP820910										
KP820911										
KP820912						DEC	29			
KP820913						DEC	29			
KP820914						JAN	2			
KP820915						JUL	11			
KP820916						OCT				
KP820917						FEB	3			
KP820918						MAR				
KP820919										
KP820920										
KP820921						FEB	12			
KP820922						OCT	20			
KP820923						OCT	20			
KP820924						OCT	20			
KP820925						OCT	21			
KP820926						OCT	21			
KP820927										
KP820928										
KP820929										
KP820930										
KP820931										
KP820932										
KP820933						OCT	15			
KP820934						OCT	3			
KP820935						APR	13			
KP820936						NOV				
KP820937						NOV				
KP820938						NOV				
KP820939						NOV	17			
KP820940						OCT	13			
KP820941						SEP				
KP820942						OCT	28			
KP820943						OCT	28			
KP820944						OCT	28			
KP820945						OCT	29			
KP820946										
KP820947						NOV	17			
KP820948										
KP820949						AUG	10			
KP820950						SEP				
KP820951						OCT	11			
KP820952						NOV	27			
KP820953										
KP820954						AUG	7			
KP820955						JUL				
KP820956										
KP820957						SEP	21			
KP820958						AUG	14			
KP820959						SEP	29			
KP820960						NOV	3			
KP820961						SEP	29			
KP820962						NOV	25			
KP820963						APR	2			
KP820964						SEP	12			
KP820965						AUG	30			
KP820966						SEP				
KP820967						SEP				
KP820968										
KP820969										
KP820970						OCT	7			
KP820971						OCT				
KP820972										
KP820973						JAN				
KP820974						JAN	14			
KP820975						JAN				
KP820976						SEP				
KP820977						AUG				
KP820978						NOV	17			
KP820979										
KP820980						AUG	24			
KP820981						AUG	22			
KP820982						SEP	21			
KP820983										
KP820984										
KP820985						FEB	12			
KP820986						OCT				
KP820987						NOV	18			
KP820988										
KP820989						AUG	19			
KP820990						OCT				
KP820991						FEB	27			
KP820992						OCT	24			
KP820993										
KP820994										
KP820995						AUG				
KP820996						AUG	24			
KP820997						NOV	2			
KP820998						OCT	29			
KP820999						JUL	9			
KP821000						AUG	19			
KP821001						SEP	17			
KP821002						AUG	18			
KP821003						OCT	2			
KP821004						OCT	5			
KP821005						OCT	15			
KP821006						DEC	31			
KP821007						NOV	16			
KP821008						AUG	2			
KP821009						OCT				
KP821010						JUL	2			
KP821011						JUL	19			
KP821012						JUL	2			
KP821013						JUL	2			
KP821014						SEP	18			
KP821015						SEP	25			
KP821016						SEP	25			
KP821017										
KP821018										
KP821019										
KP821020										
KP821021										
KP821022						APR	16			
KP821023						SEP				
KP821024						JUL	31			
KP821025						SEP	12			
KP821026						SEP	2			
KP821027						FEB	27			
KP821028						JUL	18			
KP821029						JUL	18			
KP821030										
KP821031										
KP821032						DEC	29			
KP821033						DEC	29			
KP821034						JAN	2			
KP821035						JUL	11			
KP821036						OCT				
KP821037						FEB	3			
KP821038						MAR				
KP821039										
KP821040										
KP821041						FEB	12			
KP821042						OCT	20			
KP821043						OCT	20			
KP821044						OCT	20			
KP821045						OCT	21			
KP821046						OCT	21			
KP821047										
KP821048										
KP821049										
KP821050										
KP821051										
KP821052										
KP821053						OCT	15			
KP821054						OCT	3			
KP821055						APR	13			
KP821056						NOV				
KP821057						NOV				
KP821058						NOV				
KP821059						NOV	17			
KP821060						OCT	13			
KP821061						SEP				
KP821062						OCT	28			
KP821063						OCT	28			
KP821064						OCT	28			
KP821065						OCT	29			
KP821066										
KP821067						NOV	17			
KP821068										
KP821069						AUG	10			
KP821070						SEP				
KP821071						OCT	11			
KP821072						NOV	27			
KP821073										
KP821074						AUG	7			
KP821075						JUL				
KP821076										
KP821077						SEP	21			
KP821078						AUG	14			
KP821079						SEP	29			
KP821080						NOV	3			
KP821081						SEP	29			
KP821082						NOV	25			
KP821083						APR	2			
KP821084						SEP	12			
KP821085						AUG	30			
KP821086						SEP				
KP821087						SEP				
KP821088										
KP821089										
KP821090						OCT	7			
KP821091						OCT				
KP821092										
KP821093						JAN				
KP821094						JAN	14			
KP821095						JAN				
KP821096						SEP				
KP821097						AUG				
KP821098						NOV	17			
KP821099										
KP821100										
KP821101										
KP821102						AUG	24			
KP821103						AUG	22			
KP821104						SEP	21			
KP821105										
KP821106										
KP821107						FEB	12			
KP821108						OCT				
KP821109						NOV	18			
KP821110										
KP821111						AUG	19			
KP821112						OCT				
KP821113						FEB	27			
KP821114						OCT	24			
KP821115										
KP821116										
KP821117						AUG				
KP821118						AUG	24			
KP821119						NOV	2			
KP821120						OCT	29			
KP821121						JUL	9			
KP821122						AUG	19			
KP821123						SEP	17			
KP821124						AUG	18			
KP821125						OCT	2			
KP821126						OCT	5			
KP821127						OCT	15			
KP821128						DEC	31			
KP821129						NOV	16			
KP821130						AUG	2			
KP821131						OCT				
KP821132						JUL	2			
KP821133						JUL	19			
KP821134						JUL	2			
KP821135						JUL	2			
KP821136						SEP	18			
KP821137						SEP	25			
KP821138						SEP	25			
KP821139										
KP821140										
KP821141										
KP821142										
KP821143										
KP821144						APR	16			
KP821145						SEP				
KP821146						JUL	31			
KP821147						SEP	12			
KP821148						SEP	2			
KP821149						FEB	27			
KP821150						JUL	18			
KP821151						JUL	18			
KP821152										
KP821153										
KP821154						DEC	29			
KP821155						DEC	29			
KP821156						JAN	2			
KP821157						JUL	11			
KP821158						OCT				
KP821159						FEB	3			
KP821160						MAR				
KP821161										
KP821162										
KP821163						FEB	12			
KP821164						OCT	20			
KP821165						OCT	20			
KP821166						OCT	20			
KP821167						OCT	21			
KP821168						OCT	21			
KP821169										
KP821170										
KP821171										
KP821172										
KP821173										
KP821174										
KP821175						OCT	15			
KP821176						OCT	3			
KP821177						APR	13			
KP821178						NOV				
KP821179						NOV				
KP821180						NOV				
KP821181						NOV	17			
KP821182						OCT	13			
KP821183						SEP				
KP821184						OCT	28			
KP821185						OCT	28			
KP821186						OCT	28			
KP821187						OCT	29			
KP821188										
KP821189						NOV	17			
KP821190										
KP821191						AUG	10			
KP821192						SEP				
KP821193						OCT	11			
KP821194						NOV	27			
KP821195										
KP821196						AUG	7			
KP821197						JUL				
KP821198										
KP821199						SEP	21			
KP821200						AUG	14			
KP821201						SEP	29			
KP821202						NOV	3			
KP821203						SEP	29			
KP821204						NOV	25			
KP821205						APR	2			
KP821206						SEP	12			
KP821207						AUG	30			
KP821208						SEP				
KP821209						SEP				
KP821210										
KP821211										
KP821212						OCT	7			
KP821213						OCT				
KP821214										
KP821215						JAN				
KP821216						JAN	14			
KP821217						JAN				
KP821218						SEP				
KP821219						AUG				
KP821220						NOV	17			
KP821221										
KP821222						AUG	24			
KP821223						AUG	22			
KP821224						SEP	21			
KP821225										
KP821226										
KP821227						FEB	12			
KP821228						OCT				
KP821229						NOV	18			
KP821230										
KP821231						AUG	19			
KP821232						OCT				
KP821233						FEB	27			
KP821234						OCT	24			
KP821235										
KP821236										
KP821237						AUG				
KP821238						AUG	24			
KP821239						NOV	2			
KP821240						OCT	29			
KP821241						JUL	9			
KP821242						AUG	19			
KP821243						SEP	17			
KP821244						AUG	18			
KP821245						OCT	2			
KP821246						OCT	5			
KP821247						OCT	15			
KP821248						DEC	31			
KP821249						NOV	16			
KP821250						AUG	2			
KP821251						OCT				
KP821252						JUL	2			
KP821253						JUL	19			
KP821254						JUL	2			
KP821255						JUL	2			
KP821256						SEP	18			
KP821257						SEP	25			
KP821258						SEP	25			
KP821259										
KP821260										
KP821261										
KP821262										
KP821263										
KP821264						APR	16			
KP821265						SEP				
KP821266						JUL	31			
KP821267						SEP	12			
KP821268						SEP	2			
KP821269						FEB	27			
KP821270						JUL	18			
KP821271						JUL	18			
KP821272										
KP821273										
KP821274						DEC	29			
KP821275						DEC	29			
KP821276						JAN	2			
KP821277						JUL	11			
KP821278						OCT				
KP821279						FEB	3			
KP821280						MAR				
KP821281										
KP821282										
KP821283						FEB	12			
KP821284						OCT	20			
KP821285						OCT	20			
KP821286						OCT	20			
KP821287						OCT	21			
KP821288						OCT	21			
KP821289										
KP821290										
KP821291										
KP821292										
KP821293										
KP821294										
KP821295						OCT	15			
KP821296						OCT	3			
KP821297						APR	13			
KP821298						NOV				
KP821299						NOV				
KP821300						NOV				
KP821301						NOV	17			
KP821302						OCT	13			
KP821303						SEP				
KP821304						OCT	28			
KP821305						OCT	28			
KP821306						OCT	28			
KP821307						OCT	29			
KP821308										
KP821309						NOV	17			
KP821310										
KP821311						AUG	10			
KP821312						SEP				
KP821313						OCT	11			
KP821314						NOV	27			
KP821315										
KP821316						AUG	7			
KP821317						JUL				
KP821318										
KP821319						SEP	21			
KP821320						AUG	14			
KP821321						SEP	29			
KP821322						NOV	3			
KP821323						SEP	29			
KP821324						NOV	25			
KP821325						APR	2			
KP821326						SEP	12			
KP821327						AUG	30			
KP821328						SEP				
KP821329						SEP				
KP821330										
KP821331										
KP821332						OCT	7			
KP821333						OCT				
KP821334										
KP821335						JAN				
KP821336						JAN	14			
KP821337						JAN				
KP821338						SEP				
KP821339						AUG				
KP821340						NOV	17			
KP821341										
KP821342						AUG	24			
KP821343						AUG	22			
KP821344						SEP	21			
KP821345										
KP821346										
KP821347						FEB	12			
KP821348						OCT				
KP821349						NOV	18			
KP821350										
KP821351						AUG	19			
KP821352						OCT				
KP821353						FEB	27			
KP821354						OCT	24			
KP821355										
KP821356										
KP821357						AUG				
KP821358						AUG	24			
KP821359						NOV	2			
KP821360						OCT	29			
KP821361						JUL	9			
KP821362						AUG	19			
KP821363						SEP	17			
KP821364						AUG	18			
KP821365						OCT	2			
KP821366						OCT	5			
KP821367						OCT	15			
KP821368						DEC	31			
KP821369						NOV	16			
KP821370						AUG	2			
KP821371						OCT				
KP821372						JUL	2			
KP821373						JUL	19			
KP821374						JUL	2			
KP821375						JUL	2			
KP821376						SEP	18			
KP821377						SEP	25			
KP821378						SEP	25			
KP821379										
KP821380										
KP821381										
KP821382										
KP821383										
KP821384						APR	16			
KP821385						SEP				
KP821386						JUL	31			
KP821387						SEP	12			
KP821388						SEP	2			
KP821389						FEB	27			
KP821390						JUL	18			
KP821391						JUL	18			
KP821392										
KP821393										
KP821394						DEC	29			
KP821395						DEC	29			
KP821396						JAN	2			
KP821397						JUL	11			
KP821398						OCT				
KP821399						FEB	3			
KP821400						MAR				
KP821401										
KP821402										
KP821403						FEB	12			
KP821404						OCT	20			
KP821405						OCT	20			
KP821406						OCT	20			
KP821407						OCT	21			
KP821408						OCT	21			
KP821409										
KP821410										
KP821411										
KP821412										
KP821413										
KP821414										
KP821415						OCT	15			
KP821416						OCT	3			
KP821417						APR	13			
KP821418						NOV				
KP821419						NOV				
KP821420						NOV				
KP821421						NOV	17			
KP821422						OCT	13			
KP821423						SEP				
KP821424						OCT	28			
KP821425						OCT	28			
KP821426						OCT	28			
KP821427						OCT	29			
KP821428										
KP821429						NOV	17			
KP821430										
KP821431						AUG	10			
KP821432						SEP				
KP821433						OCT	11			
KP821434						NOV	27			
KP821435										
KP821436						AUG	7			
KP821437						JUL				
KP821438										
KP821439						SEP	21			
KP821440						AUG	14			
KP821441						SEP	29			
KP821442						NOV	3			
KP821443						SEP	29			
KP821444						NOV	25			
KP821445						APR	2			
KP821446						SEP	12			
KP821447						AUG	30			
KP821448						SEP				
KP821449						SEP				
KP821450										
KP821451										
KP821452						OCT	7			
KP821453						OCT				
KP821454										
KP821455						JAN				
KP821456						JAN	14			
KP821457						JAN				
KP821458						SEP				
KP821459						AUG				
KP821460						NOV	17			
KP821461										
KP821462						AUG	24			
KP821463						AUG	22			
KP821464						SEP	21			
KP821465										
KP821466										
KP821467						FEB	12			
KP821468						OCT				
KP821469						NOV	18			
KP821470										
KP821471						AUG	19			
KP821472						OCT				
KP821473						FEB	27			
KP821474						OCT	24			
KP821475										
KP821476										
KP821477						AUG				
KP821478						AUG	24			
KP821479						NOV	2			
KP821480						OCT	29			
KP821481						JUL	9			
KP821482						AUG	19			
KP821483						SEP	17			
KP821484						AUG	18			
KP821485						OCT	2			
KP821486						OCT	5			
KP821487						OCT	15			
KP821488						DEC	31			
KP821489						NOV	16			
KP821490						AUG	2			
KP821491						OCT				
KP821492						JUL	2			
KP821493						JUL	19			
KP821494						JUL	2			
KP821495						JUL	2			
KP821496						SEP	18			
KP821497						SEP	25			
KP821498						SEP	25			
KP821499										
KP821500										
KP821501										
KP821502										
KT002578						SEP				
KT002579						SEP				
KT002580						SEP				
KT002581						SEP				
KT002582						SEP				
KT002583						SEP				
KT002584						SEP				
KT002585						SEP				
KT002586						SEP				
KT002587						SEP				
KT317665										
KT317666										
KT317667										
KT317668										
KT317669										
KT317670										
KT317671										
KT317672										
KT317673										
KT317674										
KT317675										
KT317676										
KT317677										
KT317678										
KT317679										
KT317680										
KT317681										
KT317682										
KT317683										
KT317684										
KT317685										
KT317686										
KT317687										
KT317688										
KT317689										
KT317690										
KT317691										
KT317692										
KT317693										
KT317694										
KT317695										
KT317696										
KT317697										
KT317698										
KT317699										
KT317700										
KT317701										
KT317702										
KT317703										
KT317704										
KT429214	5	BTV4-ROM1						4		
KT869017		G244/11								
KT885055										
KT885056										
KT885057										
KT885058										
KT885059										
KT885060										
KT885061										
KT885062										
KT885063										
KT885064										
KT885065										
KT885066										
KT885067										
KT885068										
KT885069										
KT885070										
KT885071										
KT885072										
KT885073										
KT885074										
KT885075										
KT885076										
KT885077										
KT885078										
KT885079										
KT885080										
KT885081										
KT885082										
KT885083										
KT885084										
KT923493	2							2		
KT923494	2							2		
KT945042		V084				SEP				
KT945043		V133				JUN				
KT945044		V134				SEP				
KT945045		V136				OCT				
KT945046		V089				AUG				
KT945047		V115				JUN				
KT945048		V015				JUL				
KT945049		V137				OCT				
KU234257										
KU234258										
KU234259										
KU234260										
KU234261										
KU234262										
KU234263										
KU234264										
KU234265										
KU234266										
KU523928	10							26		
KU569990										
KU569991										
KU569992										
KU569993										
KU569994										
KU569995										
KU569996										
KU569997										
KU569998										
KU569999										
KU760987										
KU760988										
KU760989										
KU760990										
KU760991										
KU760992										
KU760993										
KU760994										
KU760995										
KU760996										
KU760997										
KU760998										
KU760999										
KU761000										
KU761001										
KU761002										
KU761003										
KU761004										
KU761005										
KU761006										
L08628	10			USA				2		
L08629	10			USA				13		
L08630	10			USA				17		
L08631	10			USA				11		
L08637	4	2M1		USA				2		
L08638	4	11M1		USA				11		
L08639	4	17M1		USA				17		
L08640	4	13M1		USA				13		
L08668	9			USA				2		
L08669	9			USA				10		
L08670	9			USA				11		
L08671	9			USA				13		
L08672	9			USA				17		
L08673	8			USA				2		
L08674	8			USA				11		
L08675	8			USA				13		
L08676	8			USA				17		
L11723	7		Ovis ammon aries	Australia				15		
L11724	7	Australian 	Ovis ammon aries	Australia				15		
L11741	2			USA				13		
L11874	2			USA				13		
L13726	4			USA				10		
L15424	6			USA				11		
L19967	3			USA				2		
L19968	3			USA				11		
L19969	3			USA				13		
L20445	1			USA				11		
L20446	1			USA				13		
L20447	1			USA				17		
L20508	1			USA				2		
L26550	3			Australia						
L26551	3			Australia						
L26552	3			Australia						
L26554	3			Australia						
L26555	3			Australia						
L26556	3			Australia						
L26557	3			Australia						
L26558	3			Australia						
L26559	3			Australia						
L26560	3			Australia						
L26561	3			Australia						
L26562	3			Australia						
L26563	3			Australia						
L26564	3			Australia						
L26565	3			Australia						
L26566	3			Australia						
L26567	3			Australia						
L26568	3			Australia						
L29026	2			USA				10		
L29027	2			USA				10		
L42168	2	Australia DPP973	Bos taurus	Australia	1986			3		
L42169	2			Guatemala				1		
L42170	2									
L42171	2									
L46683	2			Australia				16		
L46684	2			Australia				21		
L46686	2			Australia				9		
LN713671				France	2014	JAN	16	27		
LN713672				France	2014	JAN	16	27		
LN713673				France	2014	JAN	16	27		
LN713674				France	2014	JAN	16	27		
LN713675				France	2014	JAN	16	27		
LN713676				France	2014	JAN	16	27		
LN713677				France	2014	JAN	16	27		
LN713678				France	2014	JAN	16	27		
LN713679				France	2014	JAN	16	27		
M11787	2			USA				10		
M17437	2			USA				11		
M17438	2			USA				17		
M21844	2	CSIRO156	Bos taurus	Australia	1979			1		
M21845	6			Australia				1		
M21946	2	US		USA				2		
M22096	3	BTV CA-8	Ovis aries	USA	1953			10		
M28981	10			USA				10		
M32102	7			USA				11		
M32722	3			USA				17		
M36713	6	1SA		South Africa				1		
M63417	7	Australian serotype 1		Australia				1		
M64997	7			USA				2		
M73715	6			USA				11		
M97680	5			USA				2		
M97681	5			USA				11		
M97762	5			USA				13		
NC_006007		CA-8	Ovis aries	USA	1953					
NC_006008		CA-8	Ovis aries	USA	1953					
NC_006010		CA-8	Ovis aries	USA	1953					
NC_006013		CA-8	Ovis aries	USA	1953			10		
NC_006014		CA-8	Ovis aries	USA	1953			10		
NC_006015		CA-8	Ovis aries	USA	1953			10		
NC_006022				USA				10		
NC_006023				USA						
NC_006024				USA						
NC_006025				USA						
S72158	2	17B81	Bos taurus	USA	1981			17		
S78452	3	Ona-A		USA						
U03284	6	UC-2		USA				11		
U03285	6	UC-8		USA				11		
U04200	2	NULL		USA				23		
U06780	2	10B80Y		USA	1980			10		
U06781	2	10B90Z		USA	1990			10		
U06782	2	10O80V		USA	1980			10		
U06783	2	10O80Z		USA	1980			10		
U06784	2	10O90B		USA	1990			10		
U06785	2	10O90Z		USA	1990			10		
U06786	2	vaccine derived from USA BTV-10 CA8		USA				10		
U55778	9	10B80Y	Bos taurus	USA	1980					
U55779	9	10B90Z	Bos taurus	USA	1990					
U55780	9	10O80V	Ovis aries	USA	1980					
U55781	9	10O80Z	Ovis aries	USA	1980					
U55782	9	10O90H	Ovis aries	USA	1990					
U55783	9	10O90Z	Ovis aries	USA	1990					
U55784	9	11O81Z	Ovis aries	USA	1981					
U55785	9	11C81Z	Capra hircus	USA	1981					
U55786	9	11UC2	Bos taurus	USA	1981					
U55787	9	11UC8	Odocoileus virginianus	USA	1981					
U55788	9	13B81V	Bos taurus	USA	1981					
U55789	9	13B81X	Bos taurus	USA	1981					
U55790	9	13B89Y	Bos taurus	USA	1989					
U55791	9	13B89Z	Bos taurus	USA	1989					
U55792	9	17B90Z	Bos taurus	USA	1990					
U55793	9	17C81W	Capra hircus	USA	1981					
U55794	9	17O81Y	Ovis aries	USA	1981					
U55795	9	17O90X	Ovis aries	USA	1990					
U55796	9			USA						
U55797	9			USA						
U55798	9			USA						
U55799	9			USA						
U55800	9	vaccine derived from USA BTV-10 CA8		USA						
U55801	9			USA						
X06463	7			USA				10		
X06464	2			Australia				1		
X12819				USA						
X13374				South Africa						
X15891	5			USA				17		
X17041	5			USA				17		
X53693	7			USA						
X53740		BTV1SA		South Africa				1		
X54308				USA						
X55359	6			USA				17		
X55800	2			South Africa				1		
X55801	2			South Africa				3		
X56735				Australia						
X58064		South Africa		South Africa						
X62283				USA						
Y00421				USA						
Y00422				USA						
AJ585110	2			South Africa						
AJ585112	2			India	1992					
AJ585113	2			India	1988					
AJ585114	2			India	1999					
AJ585115	2			India	2001					
AJ585116	2			Malaysia	1987					
AJ585117	2			Sudan	1987					
AJ585118	2			Nigeria	1982					
AJ585119	2			Cameroon	1982					
AJ585120	2			Australia						
AJ585121	2			Greece	2001					
AJ585146	2			Turkey	2000					
AJ585147	2			Turkey	2000					
AJ585148	2			Turkey	2000					
AJ585149	2			South Africa						
AJ585151	2			Indonesia	1991					
AJ585152	2			India	1982					
AJ585153	2			Nigeria	1982					
AJ585154	2			France	2001					
AJ585155	2			Sudan	1985					
AJ585156	2			Tunisia	2000					
AJ585157	2			South Africa						
AJ585158	2			Italy	2002					
AJ585159	2			Italy	2002					
AJ585160	2			Italy	2002					
AJ585161	2			Italy	2001					
AJ585162	2			Italy	2001					
AJ585163	2			South Africa						
AJ585164	2			Turkey						
AJ585165	2			Turkey	1978					
AJ585166	2			Sudan	1983					
AJ585167	2			Greece	2000					
AJ585168	2			South Africa						
AJ585169	2			Argentina	2002					
AJ585170	2			Bulgaria	1999					
AJ585171	2			Greece	2000					
AJ585172	2			Serbia	2001					
AJ585173	2			South Africa						
AJ585174	2			Bosnia and Herzegovina	2002					
AJ585175	2			Turkey	2000					
AJ585176	2			Turkey	2000					
AJ585177	2			Turkey	2000					
AJ585178	2			Australia	1981					
AJ585180	2			Cyprus	1969					
KP339134						SEP				
KP339135						SEP				
KP339136						SEP				
KP339137						SEP				
KP339138						SEP				
KP339139						SEP				
KP339140						SEP				
KP339141						SEP				
KP339142						SEP				
KP339143						SEP				
KP339144						SEP				
KP339145						SEP				
KP339146						SEP				
KP339147						SEP				
KP339148						SEP				
KP339149						SEP				
KP339150						SEP				
KP339151						SEP				
KP339152						SEP				
KP339153						SEP				
KP339154										
KP339155										
KP339156										
KP339157										
KP339158										
KP339159										
KP339160										
KP339161										
KP339162										
KP339163										
KP339164						SEP				
KP339165						SEP				
KP339166						SEP				
KP339167						SEP				
KP339168						SEP				
KP339169						SEP				
